MWSC,Name,RAJ2000,DEJ2000,d,logt,e_logt,
1703,Ruprecht_80      ,145.515,-44.02,2183,8.425,       ,
1704,FSR_1496         ,145.747,-52.117,2290,9.35,       ,
1705,SAI_109          ,145.905,-50.783,5246,9,       ,
1706,vdBergh-Hagen_78 ,145.95,-56.565,9763,8.6,       ,
1708,vdBergh-Hagen_79 ,146.032,-53.325,10270,8.4,       ,
1709,ASCC_54          ,146.197,-54.435,1751,8.865,       ,
1710,Ruprecht_81      ,146.299,-44.1,3009,8.98,       ,
1711,Ruprecht_82      ,146.437,-53.968,2228,8.37,0.052,
1712,FSR_1541         ,146.716,-64.632,3575,9.4,       ,
1713,FSR_1451         ,146.902,-37.055,1470,8.5,       ,
1714,FSR_1509         ,147.004,-55.067,2209,8.85,       ,
1715,NGC_3033         ,147.127,-56.425,1020,8.62,       ,
1716,FSR_1513         ,147.15,-55.79,1685,8.92,0.072,
1717,Ruprecht_84      ,147.285,-65.24,1546,8.56,       ,
1718,Ruprecht_83      ,147.33,-54.612,6020,6.4,       ,
1719,NGC_3036         ,147.315,-62.67,1268,8.99,       ,
1720,FSR_1566         ,147.645,-72.762,1537,9.43,0.048,
1721,Pismis_16        ,147.814,-53.173,1949,7.1,       ,
1722,Hogg_2           ,147.9,-56.31,1819,8.2,       ,
1724,ASCC_55          ,148.5,-57.077,970,8.45,       ,
1725,Collinder_213    ,148.68,-50.925,1464,8.87,0.052,
1726,FSR_1475         ,148.642,-42.235,2662,9.15,       ,
1727,FSR_1521         ,148.83,-56.615,1499,8.705,0.065,
1728,ESO_435-09       ,148.867,-28.965,2255,8.425,       ,
1729,Ruprecht_160     ,149.085,-47.03,2187,8.62,0.002,
1730,FSR_1498         ,149.1,-50.27,4936,6,       ,
1731,FSR_1413         ,149.16,-29.445,2255,8.95,       ,
1732,FSR_1517         ,149.25,-54.818,6643,8.81,0.021,
1734,Hogg_4           ,149.467,-54.625,1772,8.3,       ,
1735,ESO_435-17       ,149.692,-30.908,3603,9.285,       ,
1736,FSR_1554         ,149.704,-67.739,1513,9.05,       ,
1737,FSR_1481         ,149.835,-43.908,4104,9.12,0.026,
1738,FSR_1518         ,149.88,-54.51,1819,7.6,       ,
1739,DBSB_125         ,149.85,-57.07,2817,8.38,       ,
1740,FSR_1491         ,149.977,-46.985,2234,9.005,0.027,
1741,FSR_1524         ,150,-57.555,2541,8.75,       ,
1742,NGC_3105         ,150.18,-54.78,10301,7.4,       ,
1743,vdBergh-Hagen_84 ,150.337,-58.215,1282,7.7,       ,
1744,DBSB_40          ,150.33,-57.705,1358,7.985,       ,
1746,Ruprecht_85      ,150.42,-55.015,1286,8.7,       ,
1747,Ruprecht_86      ,150.435,-59.455,7173,8.8,       ,
1748,vdBergh-Hagen_85 ,150.465,-49.585,2795,8.8,0.021,
1749,NGC_3114         ,150.48,-60.11,944,8.3,       ,
1751,Loden_28         ,150.802,-58.125,3973,7.405,0.001,
1752,ESO_092-05       ,150.802,-64.795,5168,9.3,       ,
1753,ESO_435-33       ,150.975,-32.05,1182,9.05,       ,
1754,DBSB_43          ,150.975,-59.295,1940,6,       ,
1755,vdBergh-Hagen_87 ,151.14,-55.41,1671,7.3,       ,
1756,Schuster_1       ,151.15,-55.857,1863,6.8,       ,
1757,Trumpler_11      ,151.225,-61.6,3884,8.155,0.003,
1758,Loden_1          ,151.308,-55.805,786,8.3,       ,
1760,FSR_1459         ,151.395,-35.365,1759,9.35,       ,
1761,FSR_1465         ,151.447,-36.91,1703,9.31,       ,
1763,Trumpler_12      ,151.635,-60.3,1435,9.205,       ,
1764,vdBergh-Hagen_88 ,151.567,-51.595,5823,9.1,       ,
1765,FSR_1527         ,151.633,-57.414,3258,6.2,       ,
1766,Hogg_6           ,151.65,-60.5,1412,8.505,0.024,
1768,FSR_1449         ,151.765,-31.995,2154,9.095,0.037,
1770,FSR_1467         ,151.935,-36.493,1606,9,0.048,
1771,FSR_1535         ,152.002,-59.195,1602,8.865,0.083,
1772,ASCC_56          ,152.077,-64.38,797,8.635,0.05,
1773,Ruprecht_161     ,152.295,-61.26,976,8.45,       ,
1774,FSR_1530         ,152.242,-57.285,4153,8.8,       ,
1775,ESO_435-48       ,152.385,-28.358,1819,8.7,       ,
1776,ASCC_57          ,152.73,-66.7,1483,9.26,0.036,
1777,Loden_27         ,152.76,-56.587,2628,6.6,       ,
1778,vdBergh-Hagen_90 ,153.045,-58.06,1928,8.465,       ,
1779,DBSB_50          ,153.417,-59.021,1634,7.5,       ,
1780,ESO_436-02       ,153.489,-29.168,1370,9.1,       ,
1781,ESO_092-18       ,153.697,-64.59,9548,9.15,       ,
1782,ASCC_58          ,153.757,-54.97,564,7.2,       ,
1783,Ruprecht_87      ,153.87,-50.71,5254,8.985,       ,
1784,DBSB_47          ,153.907,-60.31,1669,7.65,       ,
1786,Alessi_4         ,154.057,-34.36,2340,8.55,       ,
1787,vdBergh-Hagen_91 ,154.245,-58.695,749,8.35,       ,
1788,NGC_3201         ,154.404,-46.412,4904,10.1,       ,
1789,FSR_1531         ,154.746,-56.17,2710,6.6,       ,
1790,Ruprecht_88      ,154.699,-63.137,1876,8.98,       ,
1791,vdBergh-Hagen_92 ,154.78,-56.423,1282,8.91,0.012,
1792,DBSB_45          ,154.792,-58.045,3492,7.7,       ,
1793,ASCC_59          ,155.115,-57.675,509,8.46,       ,
1794,NGC_3228         ,155.355,-51.73,573,8.42,       ,
1795,Teutsch_44       ,155.362,-54.445,5877,9.15,       ,
1796,ESO_062-08       ,155.415,-69.348,1983,9.44,0.002,
1797,SAI_113          ,155.674,-59.495,2025,8.96,0.085,
1798,Loden_46         ,155.797,-54.84,1184,8,       ,
1799,FSR_1572         ,155.917,-69.825,3494,9.35,       ,
1800,Trumpler_13      ,155.95,-60.133,2070,8.825,0.032,
1801,Westerlund_2     ,155.985,-57.76,4469,6.6,       ,
1802,FSR_1568         ,156.195,-69.07,1871,9.35,       ,
1803,Collinder_220    ,156.465,-57.915,1465,8.57,       ,
1804,NGC_3255         ,156.664,-60.682,3162,9.05,       ,
1805,IC_2581          ,156.9,-57.64,2221,7.32,       ,
1807,Loden_143        ,157.222,-58.805,619,8.45,       ,
1808,Ruprecht_89      ,157.107,-58.135,750,8.98,       ,
1809,Loden_172        ,156.96,-60.7,1415,8,       ,
1810,Hogg_7           ,157.282,-60.745,4583,6,       ,
1811,Hogg_8           ,157.32,-60.983,4078,8.9,       ,
1812,Loden_89         ,157.327,-56.78,626,8.3,       ,
1813,DBSB_46          ,157.365,-57.425,2565,7.3,       ,
1814,Loden_59         ,157.567,-54.04,570,8.3,       ,
1815,Collinder_223    ,157.642,-59.855,1376,8.2,       ,
1816,ESO_168-04       ,157.732,-53.865,3084,9.315,0.033,
1817,DBSB_48          ,157.87,-58.034,6057,8.25,       ,
1818,FSR_1536         ,157.897,-55.15,4569,9.1,       ,
1819,Ruprecht_90      ,157.935,-58.25,2682,6.8,       ,
1820,Loden_112        ,158.085,-56.695,2430,6.96,       ,
1821,DBSB_53          ,158.182,-61.62,3438,8.1,       ,
1822,DBSB_51          ,158.257,-59.615,3189,7,       ,
1823,ASCC_60          ,158.287,-58.482,1122,8.125,       ,
1824,Loden_153        ,158.67,-58.13,3015,6.3,       ,
1825,Bochum_9         ,158.925,-60.13,940,8.09,       ,
1826,NGC_3293         ,158.955,-58.23,2441,6.75,       ,
1827,Loden_165        ,158.983,-58.733,1330,8.25,       ,
1828,Loden_213        ,159.037,-61.837,1876,8.875,       ,
1829,Carraro_1        ,159.232,-58.75,1789,9.1,       ,
1830,NGC_3324         ,159.33,-58.635,2361,6.1,       ,
1831,vdBergh-Hagen_99 ,159.465,-59.125,517,8,       ,
1835,NGC_3330         ,159.69,-54.115,1250,8.565,0.039,
1836,ESO_062-11       ,159.735,-69.035,2695,9.08,0.036,
1837,FSR_1511         ,159.99,-43.124,2473,9.415,0.022,
1838,DC_5             ,159.997,-59.19,4430,6.05,       ,
1839,Saurer_3         ,160.354,-55.3,7075,9.3,       ,
1840,Melotte_101      ,160.567,-65.095,1999,8.1,0.044,
1841,IC_2602          ,160.44,-64.4,151,8.345,       ,
1842,Bochum_10        ,160.612,-59.115,2017,6.93,       ,
1843,DBSB_55          ,160.629,-63.157,5308,7.825,       ,
1844,Alessi_5         ,160.83,-61.17,384,7.765,       ,
1845,Collinder_228    ,160.983,-60.087,2358,6.68,       ,
1846,Trumpler_14      ,160.98,-59.555,2248,6,       ,
1849,Trumpler_15      ,161.163,-59.36,2120,7.08,       ,
1850,Trumpler_16      ,161.31,-59.72,2671,6.5,       ,
1853,ASCC_61          ,161.542,-56.84,1702,7.665,0.001,
1854,Bochum_11        ,161.812,-60.083,2261,6,       ,
1855,Ruprecht_91      ,161.91,-57.47,1095,8.405,0.098,
1856,ESO_437-61       ,162.007,-29.395,2409,8.8,       ,
1858,Loden_189        ,162.615,-56.42,819,7.99,       ,
1859,ASCC_62          ,162.765,-60.085,2322,6.995,       ,
1862,NGC_3446         ,163.072,-45.125,2001,9.105,0.039,
1863,vdBergh-Hagen_106,163.158,-54.265,3137,9.265,0.045,
1864,Teutsch_31       ,163.228,-59.46,2918,8.78,       ,
1865,Ruprecht_162     ,163.207,-62.305,3019,8.385,0.122,
1866,Ruprecht_92      ,163.38,-61.7,2211,7.65,       ,
1867,ESO_128-16       ,163.417,-58.245,973,8.84,0.027,
1868,Kronberger_39    ,163.558,-61.733,4372,6,       ,
1869,ASCC_63          ,163.98,-60.415,2686,7.25,       ,
1870,Trumpler_17      ,164.115,-59.223,2194,7.775,       ,
1871,Graham_1         ,164.133,-63.017,2577,7.375,0.105,
1872,Collinder_236    ,164.34,-61.12,823,8.45,       ,
1873,Bochum_12        ,164.34,-61.725,2485,7.995,       ,
1874,Hogg_9           ,164.602,-59.053,1751,7.9,       ,
1876,Turner_6         ,164.754,-59.483,3600,6.6,       ,
1877,Teutsch_106      ,164.854,-59.535,6702,8.78,       ,
1878,NGC_3496         ,164.902,-60.34,1359,8.895,0.023,
1880,ESO_265-01       ,165.232,-45.34,3162,9.35,       ,
1881,Sher_1           ,165.255,-60.23,5801,6.715,       ,
1882,Pismis_17        ,165.27,-59.875,2255,7.4,       ,
1884,ASCC_64          ,165.765,-60.915,1700,8.1,0.136,
1885,Ruprecht_93      ,166.05,-61.37,1619,8.755,       ,
1886,Ruprecht_163     ,166.222,-67.943,3019,9.365,       ,
1887,Shorlin_2        ,166.387,-61.255,4129,6,       ,
1888,DBSB_60          ,166.404,-62.485,3740,6.75,       ,
1889,Loden_306        ,166.485,-61.12,1939,6.76,       ,
1890,NGC_3532         ,166.455,-58.73,454,8.65,       ,
1891,Shorlin_1        ,166.579,-61.243,5594,6.5,       ,
1892,Feinstein_1      ,166.68,-59.82,1414,7.2,       ,
1894,vdBergh-Hagen_110,166.815,-61.46,1879,8,       ,
1896,ESO_502-19       ,167.029,-26.717,1338,9.21,       ,
1897,Chamaleon_I      ,165.9,-77.34,380,6,       ,
1898,Teutsch_143a     ,167.19,-60.705,4231,6.6,       ,
1900,FSR_1584         ,167.302,-65.06,2241,8.875,0.052,
1901,vdBergh-Hagen_111,167.28,-63.83,2634,8.35,       ,
1902,FSR_1556         ,167.295,-53.5,3708,8.9,       ,
1904,Loden_309        ,167.43,-60.57,765,8.05,       ,
1905,Loden_280        ,167.452,-59.1,5246,8.91,0.059,
1906,NGC_3572         ,167.602,-60.25,1997,6.925,       ,
1907,Basel_17         ,167.632,-59.033,1697,7.975,0.031,
1908,Hogg_10          ,167.685,-60.385,1920,6.785,       ,
1909,ASCC_65          ,167.745,-61.125,1934,6.85,       ,
1910,DBSB_62          ,167.835,-61.29,2187,6.9,       ,
1911,Trumpler_18      ,167.895,-60.665,1422,7.69,       ,
1913,Hogg_11          ,167.902,-60.39,2554,6.99,       ,
1915,ESO_570-12       ,168.045,-21.34,1268,9.7,       ,
1918,Hogg_12          ,168.06,-60.765,1664,7.6,       ,
1920,NGC_3590         ,168.258,-60.775,1660,7.4,       ,
1921,Stock_13         ,168.247,-58.88,1577,7.37,       ,
1922,ASCC_66          ,168.39,-55.44,1032,7.76,       ,
1923,FSR_1585         ,168.46,-64.477,4465,9.145,0.026,
1924,Trumpler_19      ,168.562,-57.535,1968,9.65,       ,
1925,FSR_1543         ,168.712,-44.33,2662,9.4,       ,
1926,NGC_3603         ,168.847,-61.25,7158,6,       ,
1927,Hogg_13          ,169.075,-60.245,2208,8.65,0.059,
1928,DBSB_66          ,169.11,-61.485,7511,6,       ,
1930,IC_2714          ,169.365,-62.74,1224,8.65,0.036,
1931,FSR_1561         ,169.642,-53.79,3280,9.115,0.02,
1932,ESO_093-08       ,169.921,-65.217,13797,9.8,       ,
1933,Melotte_105      ,169.92,-63.475,2202,8.375,       ,
1935,FSR_1569         ,170.092,-56.817,3336,9.2,       ,
1936,ESO_129-19       ,170.287,-58.215,1791,9,       ,
1937,FSR_1560         ,170.497,-52.255,3001,9.135,0.06,
1938,FSR_1586         ,170.67,-62.32,2863,8.7,0.031,
1939,vdBergh-Hagen_118,170.625,-58.53,1221,9.045,0.024,
1940,FSR_1598         ,170.775,-75.015,3575,9.7,       ,
1941,DBSB_64          ,171.142,-58.95,5254,6.2,       ,
1942,NGC_3680         ,171.405,-43.235,946,9.2,       ,
1943,FSR_1593         ,171.96,-68.735,1825,9.455,0.076,
1944,FSR_1580         ,171.937,-58.51,2511,8.9,       ,
1946,DBSB_68          ,172.218,-63.105,1777,8.525,       ,
1950,Ruprecht_94      ,172.635,-63.48,2932,7,       ,
1951,Ruprecht_164     ,172.71,-60.75,1297,7.7,       ,
1952,Loden_372        ,172.725,-58.48,1208,8.32,       ,
1953,FSR_1583         ,172.915,-57.623,1639,8.6,       ,
1954,Loden_402        ,173.085,-60.705,1513,8.4,       ,
1955,FSR_1607         ,173.25,-77.825,1561,9.565,0.002,
1956,DBSB_69          ,173.452,-63.285,2273,6.6,       ,
1957,IC_2944          ,174.052,-62.95,2098,6.25,       ,
1958,NGC_3766         ,174.075,-61.615,1685,7.95,       ,
1959,FSR_1591         ,174.24,-62.723,1538,8.7,       ,
1960,vdBergh-Hagen_121,174.525,-63.338,2937,6.64,       ,
1961,IC_2948          ,174.802,-63.51,2796,6.6,       ,
1963,ASCC_67          ,175.365,-61.01,1500,7.67,       ,
1964,Bica_5           ,175.395,-62.425,1687,8.88,       ,
1965,Lynga_15         ,175.56,-62.51,1380,7.4,       ,
1966,Ruprecht_95      ,175.912,-61.155,1634,8.495,0.02,
1968,Stock_14         ,175.95,-62.52,2454,6.8,       ,
1969,FSR_1573         ,176.017,-45.925,2020,9.3,       ,
1970,ESO_129-32       ,176.047,-61.058,1560,8.6,       ,
1971,FSR_1597         ,176.145,-67.085,2879,9.3,       ,
1972,FSR_1574         ,176.175,-45.66,1389,9.25,       ,
1973,Loden_467        ,176.374,-62.433,2569,6.6,       ,
1975,DBSB_72          ,176.487,-65.555,4494,6.1,       ,
1976,FSR_1595         ,176.752,-62.65,4416,6.35,       ,
1977,DBSB_70          ,177.135,-62.285,1274,7.7,       ,
1978,SAI_116          ,177.322,-62.225,2382,8.685,       ,
1979,NGC_3909         ,177.525,-48.21,1792,9.515,0.101,
1981,DBSB_73          ,177.54,-64.87,4532,6.5,       ,
1982,NGC_3960         ,177.66,-55.67,1884,9.11,       ,
1983,Ruprecht_96      ,177.697,-62.15,1251,9.06,0.02,
1984,Loden_481        ,177.96,-61.27,1634,8.385,0.042,
1985,Teutsch_77       ,178.372,-62.605,1920,7.7,       ,
1986,Loden_480        ,178.905,-58.39,1305,8.7,0.054,
1987,Ruprecht_97      ,179.347,-62.71,1537,8.65,       ,
1988,Ruprecht_98      ,179.715,-64.588,610,8.8,       ,
1990,Feigelson_1      ,180.3,-78.335,117,6.6,       ,
1991,NGC_4052         ,180.315,-63.215,1210,8.4,       ,
1992,Juchert_13       ,180.42,-64.1,2795,9,       ,
1993,ASCC_68          ,180.712,-60.92,920,8.6,       ,
1994,Ruprecht_99      ,180.87,-63.86,719,8.375,       ,
1995,Ruprecht_100     ,181.44,-62.617,2589,8.6,       ,
1996,ASCC_69          ,181.575,-69.78,774,7.91,       ,
1997,NGC_4103         ,181.665,-61.25,1659,7.755,       ,
1998,ESO_130-06       ,181.965,-59.3,1198,7.3,       ,
1999,FSR_1605         ,181.912,-65.185,4430,9.5,       ,
2000,Loden_565        ,181.987,-60.69,703,8.375,       ,
2001,DBSB_75          ,182.23,-63.27,4564,6,       ,
2002,Ruprecht_101     ,182.392,-63.005,2856,8.87,0.022,
2004,NGC_4147         ,182.526,18.543,19305,10.1,       ,
2005,ESO_130-08       ,182.58,-59.52,800,9.01,0.032,
2007,Ruprecht_102     ,183.39,-62.73,1609,7.5,       ,
2008,FSR_1602         ,183.465,-56.785,3330,9.1,       ,
2009,Saurer_4         ,183.502,-63.59,5179,9.18,       ,
2010,ASCC_70          ,183.705,-64.4,2652,6.92,       ,
2011,DBSB_129         ,183.862,-62.91,6976,6,       ,
2012,Ruprecht_103     ,184.23,-58.417,1298,9.11,       ,
2013,NGC_4230         ,184.335,-55.12,2630,8.945,0.083,
2014,FSR_1626         ,185.025,-81.51,2671,9.6,       ,
2015,Loden_615        ,185.17,-64.775,826,8.63,       ,
2016,ASCC_71          ,185.19,-67.53,1209,8,       ,
2017,FSR_1608         ,185.31,-57.185,7354,9.2,       ,
2018,FSR_1604         ,185.467,-51.47,3414,9.6,       ,
2020,Melotte_111      ,185.985,26.3,87,8.84,0.037,
2021,ESO_130-13       ,185.767,-59.665,1509,8.445,       ,
2023,NGC_4337         ,186,-58.117,2874,9.15,       ,
2024,NGC_4349         ,186.06,-61.87,2155,8.41,       ,
2025,FSR_1610         ,186.067,-56.165,4640,9.3,       ,
2026,ESO_064-05       ,186.18,-68.485,1239,7.885,       ,
2028,Ruprecht_104     ,186.255,-60.445,2702,8.89,0.03,
2029,NGC_4372         ,186.439,-72.659,5807,10.1,       ,
2030,vdBergh-Hagen_131,186.54,-63.4,4430,9.2,       ,
2031,Loden_624        ,186.577,-61.8,1423,7.6,       ,
2032,vdBergh-Hagen_132,186.75,-64.067,1859,8.45,       ,
2033,Collinder_258    ,186.81,-60.775,1278,8.35,       ,
2034,FSR_1609         ,186.967,-48.475,4467,9.35,       ,
2035,NGC_4439         ,187.117,-60.11,1659,7.71,       ,
2036,Ruprecht_165     ,187.11,-56.43,2082,9.115,0.096,
2037,Hogg_14          ,187.185,-59.81,1036,8.1,       ,
2038,Hogg_23          ,187.147,-60.925,1250,8.31,       ,
2039,FSR_1617         ,187.132,-66.56,1828,8.9,       ,
2040,FSR_1616         ,187.327,-63.43,1963,8.3,       ,
2041,ESO_131-09       ,187.402,-57.865,2255,8.9,       ,
2042,NGC_4463         ,187.485,-64.79,1115,7.97,       ,
2043,FSR_1613         ,187.972,-46.477,1965,9.49,0.043,
2044,ASCC_72          ,188.272,-60.93,1229,8.205,       ,
2046,ESO_442-04       ,188.52,-29.4,1585,9.6,       ,
2047,Ruprecht_105     ,188.475,-61.575,1250,9.1,       ,
2048,DBSB_77          ,188.745,-61.654,5417,6.3,       ,
2049,FSR_1629         ,188.73,-80.95,3597,9.7,       ,
2051,DBSB_78          ,189.015,-61.855,4569,6,       ,
2052,FSR_1623         ,189.033,-66.942,6915,8.9,       ,
2053,ASCC_73          ,189.09,-67.25,650,8.19,       ,
2054,FSR_1620         ,189.397,-57.26,2304,9.185,0.127,
2055,Collinder_261    ,189.525,-68.367,2683,9.7,       ,
2056,FSR_1622         ,189.495,-63.26,6017,8.6,       ,
2057,Ruprecht_106     ,189.667,-51.15,21213,10.1,       ,
2058,FSR_1621         ,189.847,-57.38,1015,8,       ,
2059,NGC_4590         ,189.867,-26.744,10296,10.1,       ,
2060,Trumpler_20      ,189.937,-60.635,3311,9.325,       ,
2061,FSR_1625         ,190.2,-58.41,2269,8.875,       ,
2062,NGC_4609         ,190.575,-62.99,1308,8.1,0.062,
2063,Hogg_15          ,190.897,-63.098,3078,6.6,       ,
2064,FSR_1631         ,191.43,-81.258,1456,9.5,       ,
2065,Loden_682        ,191.805,-60.69,731,8.47,       ,
2066,FSR_1630         ,192.18,-62.135,2368,6.4,       ,
2067,DBSB_79          ,192.195,-63.728,1489,8.4,       ,
2068,DBSB_80          ,192.595,-61.582,2132,6.9,       ,
2069,ESO_065-03       ,192.825,-69.73,3047,8.96,0.038,
2070,Loden_694        ,193.267,-60.735,1527,7.38,       ,
2071,vdBergh-Hagen_140,193.32,-67.17,5229,9.4,       ,
2072,NGC_4755         ,193.41,-60.375,1971,7.3,       ,
2073,FSR_1634         ,193.612,-43.68,6310,9.3,       ,
2074,FSR_1635         ,193.737,-43.503,6271,9.3,       ,
2075,NGC_4815         ,194.505,-64.96,2990,8.6,0.052,
2077,NGC_4833         ,194.892,-70.877,6595,10.1,       ,
2078,NGC_4852         ,195.045,-59.59,1106,8.635,0.06,
2079,FSR_1638         ,195.277,-71.395,7702,9.5,       ,
2081,FSR_1641         ,196.17,-64.545,1934,8.95,       ,
2083,FSR_1639         ,197.317,-77.135,7943,9.3,       ,
2084,Latham_1         ,197.812,30.525,1015,9.4,       ,
2085,DBSB_83          ,197.832,-62.755,3360,6.5,       ,
2087,DBSB_131         ,197.913,-62.553,3298,6.5,       ,
2089,FSR_1640         ,197.977,-77.45,6213,9.2,       ,
2091,Loden_757        ,198,-65.3,1340,8.07,0.078,
2092,Danks_1          ,198.127,-62.708,1873,6,       ,
2093,Danks_2          ,198.225,-62.667,2231,6.3,       ,
2094,NGC_5024         ,198.229,18.168,17892,10.1,       ,
2095,DBSB_133         ,198.499,-62.402,2927,8.335,0.079,
2096,NGC_5045         ,198.63,-63.42,1662,7.955,0.159,
2098,vdBergh-Hagen_144,198.817,-65.92,7241,9,       ,
2099,NGC_5043         ,199.02,-60.065,860,8.6,       ,
2100,FSR_1646         ,199.117,-54.2,4784,9.35,       ,
2101,NGC_5053         ,199.113,17.7,17399,10.1,       ,
2103,Collinder_268    ,199.567,-67.075,1811,8.79,       ,
2104,DBSB_85          ,199.612,-62.665,2024,7.45,       ,
2105,Stock_16         ,199.695,-62.51,1630,6.78,       ,
2107,FSR_1649         ,199.905,-56.18,7086,9.15,       ,
2108,Ruprecht_107     ,199.941,-64.95,1454,8.235,       ,
2109,FSR_1648         ,199.945,-56.351,1050,8.34,       ,
2110,FSR_1645         ,200.28,-61.925,1278,8,       ,
2111,FSR_1652         ,200.454,-53.238,1213,9.1,       ,
2112,FSR_1642         ,200.7,-73.575,3211,9.5,       ,
2113,Collinder_269    ,200.962,-66.16,1870,8.55,       ,
2114,Teutsch_79       ,200.914,-63.638,1461,8.78,       ,
2115,ESO_324-15       ,200.865,-41.88,2818,9.7,       ,
2116,Loden_821        ,201.06,-59.81,2642,7.455,       ,
2117,Loden_807        ,201.157,-62.495,703,8.3,       ,
2118,FSR_1651         ,201.382,-58.985,3602,9.4,       ,
2120,NGC_5139         ,201.697,-47.48,5199,10.1,       ,
2121,NGC_5138         ,201.795,-59.03,1819,7.55,       ,
2122,Basel_18         ,201.967,-62.33,2226,7.92,       ,
2123,Hogg_16          ,202.32,-61.212,2059,7.95,       ,
2124,ESO_065-07       ,202.29,-71.265,3477,9.4,       ,
2125,NGC_5155         ,202.47,-63.455,1404,7.4,       ,
2126,Collinder_271    ,202.53,-64.2,2588,7.2,       ,
2127,FSR_1657         ,202.507,-58.73,5409,9,       ,
2128,Collinder_272    ,202.582,-61.335,2095,7.02,       ,
2129,NGC_5168         ,202.77,-60.94,1727,8.25,       ,
2131,Trumpler_21      ,203.055,-62.8,1270,7.85,       ,
2132,Ruprecht_108     ,203.055,-58.465,935,8.675,       ,
2133,DBSB_87          ,203.212,-60.455,1791,8,       ,
2134,FSR_1653         ,203.46,-63.04,3258,8.85,       ,
2135,Loden_915        ,203.572,-59.295,709,8.445,       ,
2136,Loden_848        ,203.595,-64.55,1797,8.75,       ,
2137,C1331-622        ,203.655,-62.417,1078,9.25,       ,
2138,Collinder_275    ,203.632,-60.213,1952,8.6,       ,
2139,FSR_1650         ,203.913,-68.113,4103,9,       ,
2140,ASCC_74          ,203.955,-58.81,550,8.63,0.048,
2141,ESO_132-14       ,204.135,-62.19,1093,9.15,       ,
2142,Pismis_18        ,204.232,-62.065,2309,8.975,       ,
2143,vdBergh-Hagen_150,204.472,-63.32,1537,7.5,       ,
2144,FSR_1659         ,204.504,-62.485,1764,8.315,       ,
2145,FSR_1672         ,204.502,-43.18,3020,9.6,       ,
2146,Loden_894        ,204.921,-64.32,1423,9.04,       ,
2147,vdBergh-Hagen_151,205.065,-61.73,3572,6.6,       ,
2148,FSR_1663         ,205.27,-60.197,1513,8.15,       ,
2149,FSR_1656         ,205.335,-66.637,5087,9.25,       ,
2150,Platais_10       ,205.29,-59.225,246,8.34,       ,
2151,FSR_1654         ,205.522,-67.7,4015,8.78,0.031,
2152,NGC_5272         ,205.548,28.377,10194,10.1,       ,
2153,SAI_118          ,205.792,-63.16,1602,7.3,       ,
2154,Dias_4           ,205.854,-63,2155,9.26,       ,
2156,NGC_5269         ,206.182,-62.892,1634,8.52,0.1,
2157,Loden_1010       ,206.272,-60.23,949,8.825,       ,
2158,Loden_991        ,206.317,-62.035,2628,7.25,       ,
2159,FSR_1647         ,206.422,-73.96,2436,9.455,       ,
2160,NGC_5286         ,206.611,-51.374,11711,10.1,       ,
2161,NGC_5281         ,206.64,-62.925,1211,7.76,       ,
2162,NGC_5284         ,206.602,-59.2,1577,7,       ,
2163,ASCC_75          ,206.812,-62.4,2948,6.65,       ,
2166,Collinder_277    ,207.06,-66.075,2204,8.3,       ,
2167,FSR_1666         ,207.15,-61.455,2677,8.15,       ,
2168,NGC_5288         ,207.183,-64.695,5086,9.1,       ,
2169,FSR_1673         ,207.532,-50.667,2154,9.5,       ,
2170,NGC_5299         ,207.607,-59.945,1847,8.7,       ,
2171,ASCC_76          ,208.057,-66.405,1025,7.75,       ,
2173,Platais_12       ,208.147,-63.405,491,8.4,       ,
2174,Loden_1095       ,208.402,-59.745,4028,8.55,       ,
2175,NGC_5316         ,208.485,-61.87,1208,8.23,       ,
2176,Loden_995        ,208.575,-64.95,1481,8.625,       ,
2177,Loden_1002       ,208.65,-65.335,1332,8,       ,
2178,FSR_1683         ,208.659,-41.768,3848,9.17,       ,
2179,ESO_445-74       ,208.662,-31.95,3802,9.5,       ,
2180,FSR_1668         ,208.725,-61.575,1184,8.9,       ,
2181,FSR_1658         ,208.762,-70.75,4239,9.55,       ,
2184,FSR_1669         ,209.07,-61.75,1105,8,       ,
2185,FSR_1684         ,209.377,-42.87,2733,9.4,0.046,
2186,vdBergh-Hagen_155,209.374,-59.58,1864,8.44,0.102,
2188,FSR_1661         ,209.482,-69.365,4331,9.4,       ,
2189,Loden_1101       ,209.542,-61.75,2088,6.55,       ,
2190,Loden_1177       ,209.775,-57.875,4167,9.175,0.019,
2191,Loden_1171       ,209.842,-58.384,789,8.59,       ,
2192,Loden_1152       ,209.865,-59.33,1711,8.065,0.092,
2193,Lynga_1          ,210,-62.15,1312,8.39,       ,
2194,NGC_5359         ,210,-70.4,2221,8.75,       ,
2195,FSR_1676         ,210.075,-49.765,4570,9.45,       ,
2196,NGC_5381         ,210.165,-59.605,1949,8.65,       ,
2197,Loden_1202       ,211.099,-58.7,1063,8.645,       ,
2198,NGC_5466         ,211.38,28.534,16003,10.1,       ,
2199,Ruprecht_110     ,211.41,-67.475,1241,8.7,       ,
2200,Loden_1194       ,211.455,-59.745,673,8.705,       ,
2201,FSR_1674         ,211.659,-58.12,3057,9.5,       ,
2202,NGC_5460         ,211.89,-48.33,652,8.3,       ,
2203,DBSB_135         ,212.16,-61.177,2120,8.35,       ,
